<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.08.02,17:15:00,146.847,146.921,146.805,146.89,115,0,0
2024.08.02,17:16:00,146.882,147.078,146.881,147.075,110,0,0
2024.08.02,17:17:00,147.072,147.083,146.989,147.014,110,0,2
2024.08.02,17:18:00,147.006,147.057,146.98,146.988,98,0,2
2024.08.02,17:19:00,146.989,146.99,146.879,146.91,111,0,1
2024.08.02,17:20:00,146.901,146.963,146.877,146.888,104,0,0
2024.08.02,17:21:00,146.891,146.935,146.833,146.886,98,0,0
2024.08.02,17:22:00,146.898,146.932,146.772,146.848,104,0,1
2024.08.02,17:23:00,146.842,146.842,146.766,146.802,96,0,0
2024.08.02,17:24:00,146.793,146.845,146.774,146.826,103,0,2
2024.08.02,17:25:00,146.856,146.969,146.856,146.969,99,0,1
2024.08.02,17:26:00,146.974,147.043,146.932,146.932,100,0,2
2024.08.02,17:27:00,146.946,147.003,146.903,146.916,103,0,0
2024.08.02,17:28:00,146.919,146.951,146.891,146.944,105,0,2
2024.08.02,17:29:00,146.937,146.964,146.904,146.925,95,0,2
2024.08.02,17:30:00,146.904,147.032,146.859,147.021,104,0,1
2024.08.02,17:31:00,147.018,147.046,146.974,147.009,103,0,3
2024.08.02,17:32:00,147.006,147.019,146.944,147.006,107,0,2
2024.08.02,17:33:00,147.001,147.055,146.953,146.98,102,0,1
2024.08.02,17:34:00,146.976,147.023,146.962,146.962,104,0,1
2024.08.02,17:35:00,146.957,146.957,146.882,146.921,98,0,1
2024.08.02,17:36:00,146.917,146.919,146.842,146.876,91,0,0
2024.08.02,17:37:00,146.866,146.952,146.851,146.883,97,0,0
2024.08.02,17:38:00,146.888,146.92,146.872,146.875,105,0,2
2024.08.02,17:39:00,146.872,146.893,146.846,146.855,96,0,1
2024.08.02,17:40:00,146.854,146.912,146.814,146.84,104,0,1
2024.08.02,17:41:00,146.843,146.843,146.642,146.711,95,0,1
2024.08.02,17:42:00,146.714,146.795,146.681,146.793,101,0,2
2024.08.02,17:43:00,146.789,146.789,146.702,146.718,105,0,1
2024.08.02,17:44:00,146.72,146.745,146.658,146.661,105,0,0
2024.08.02,17:45:00,146.658,146.757,146.599,146.757,98,0,2
2024.08.02,17:46:00,146.759,146.823,146.735,146.798,100,0,1
2024.08.02,17:47:00,146.79,146.82,146.757,146.764,99,0,2
2024.08.02,17:48:00,146.761,146.847,146.752,146.815,95,0,1
2024.08.02,17:49:00,146.816,146.83,146.78,146.805,105,0,1
2024.08.02,17:50:00,146.813,146.839,146.786,146.804,94,0,0
2024.08.02,17:51:00,146.807,146.812,146.726,146.733,107,0,1
2024.08.02,17:52:00,146.726,146.743,146.644,146.672,104,0,1
2024.08.02,17:53:00,146.685,146.745,146.644,146.659,98,0,1
2024.08.02,17:54:00,146.666,146.676,146.548,146.565,102,0,0
2024.08.02,17:55:00,146.576,146.681,146.576,146.67,102,0,1
2024.08.02,17:56:00,146.673,146.683,146.588,146.629,94,0,1
2024.08.02,17:57:00,146.627,146.67,146.561,146.561,108,0,1
2024.08.02,17:58:00,146.562,146.689,146.554,146.672,105,0,1
2024.08.02,17:59:00,146.699,146.712,146.645,146.674,102,0,1
2024.08.02,18:00:00,146.671,146.703,146.607,146.682,103,0,1
2024.08.02,18:01:00,146.681,146.765,146.681,146.742,101,0,1
2024.08.02,18:02:00,146.745,146.79,146.715,146.79,94,0,0
2024.08.02,18:03:00,146.795,146.868,146.784,146.833,100,0,2
2024.08.02,18:04:00,146.838,146.854,146.817,146.854,93,0,1
2024.08.02,18:05:00,146.855,146.866,146.813,146.828,90,0,1
2024.08.02,18:06:00,146.829,146.829,146.756,146.762,94,0,1
2024.08.02,18:07:00,146.763,146.806,146.691,146.806,93,0,1
2024.08.02,18:08:00,146.802,146.81,146.681,146.681,110,0,1
2024.08.02,18:09:00,146.68,146.714,146.641,146.686,106,0,1
2024.08.02,18:10:00,146.692,146.716,146.616,146.716,99,0,2
2024.08.02,18:11:00,146.72,146.764,146.698,146.708,100,0,1
2024.08.02,18:12:00,146.706,146.717,146.658,146.693,97,0,1
2024.08.02,18:13:00,146.69,146.705,146.592,146.662,93,0,1
2024.08.02,18:14:00,146.659,146.685,146.607,146.609,98,0,1
2024.08.02,18:15:00,146.603,146.647,146.562,146.562,99,0,2
2024.08.02,18:16:00,146.562,146.637,146.549,146.6,101,0,0
2024.08.02,18:17:00,146.597,146.648,146.588,146.636,98,0,1
2024.08.02,18:18:00,146.629,146.705,146.629,146.642,105,0,1
2024.08.02,18:19:00,146.637,146.644,146.594,146.615,90,0,1
2024.08.02,18:20:00,146.609,146.636,146.574,146.625,102,0,1
2024.08.02,18:21:00,146.625,146.696,146.625,146.665,103,0,1
2024.08.02,18:22:00,146.664,146.668,146.585,146.611,79,0,1
2024.08.02,18:23:00,146.61,146.627,146.577,146.595,91,0,1
2024.08.02,18:24:00,146.595,146.653,146.592,146.631,88,0,1
2024.08.02,18:25:00,146.635,146.645,146.556,146.556,97,0,1
2024.08.02,18:26:00,146.549,146.55,146.426,146.43,90,0,0
2024.08.02,18:27:00,146.427,146.503,146.418,146.457,93,0,1
2024.08.02,18:28:00,146.458,146.538,146.458,146.501,91,0,1
2024.08.02,18:29:00,146.501,146.532,146.487,146.516,78,0,2
2024.08.02,18:30:00,146.513,146.517,146.444,146.494,90,0,2
2024.08.02,18:31:00,146.492,146.492,146.42,146.467,95,0,2
2024.08.02,18:32:00,146.465,146.502,146.443,146.5,88,0,1
2024.08.02,18:33:00,146.493,146.549,146.481,146.548,92,0,1
2024.08.02,18:34:00,146.549,146.569,146.514,146.55,87,0,1
2024.08.02,18:35:00,146.551,146.574,146.542,146.554,89,0,1
2024.08.02,18:36:00,146.555,146.569,146.504,146.504,85,0,1
2024.08.02,18:37:00,146.513,146.545,146.489,146.531,95,0,1
2024.08.02,18:38:00,146.534,146.696,146.534,146.688,98,0,1
2024.08.02,18:39:00,146.694,146.719,146.612,146.707,94,0,2
2024.08.02,18:40:00,146.701,146.772,146.68,146.738,99,0,3
2024.08.02,18:41:00,146.739,146.773,146.716,146.723,88,0,1
2024.08.02,18:42:00,146.717,146.723,146.632,146.679,105,0,1
2024.08.02,18:43:00,146.687,146.726,146.672,146.682,85,0,1
2024.08.02,18:44:00,146.673,146.796,146.673,146.788,84,0,1
2024.08.02,18:45:00,146.775,146.883,146.769,146.876,91,0,1
2024.08.02,18:46:00,146.878,146.906,146.799,146.82,93,0,1
2024.08.02,18:47:00,146.822,146.849,146.767,146.835,89,0,1
2024.08.02,18:48:00,146.835,146.881,146.835,146.875,85,0,1
2024.08.02,18:49:00,146.866,146.938,146.835,146.931,90,0,1
2024.08.02,18:50:00,146.935,146.977,146.928,146.959,84,0,0
2024.08.02,18:51:00,146.959,147.002,146.933,146.938,74,0,1
2024.08.02,18:52:00,146.938,146.984,146.91,146.984,89,0,1
2024.08.02,18:53:00,146.981,147.021,146.958,146.977,88,0,1
2024.08.02,18:54:00,146.977,146.98,146.903,146.929,85,0,2
2024.08.02,18:55:00,146.928,147.004,146.91,146.992,82,0,1
2024.08.02,18:56:00,146.992,147.022,146.991,147.003,73,0,1
2024.08.02,18:57:00,146.999,147.105,146.999,147.101,83,0,1
2024.08.02,18:58:00,147.102,147.105,147.014,147.02,84,0,1
2024.08.02,18:59:00,147.018,147.018,146.971,146.981,75,0,1
2024.08.02,19:00:00,146.982,147.07,146.982,147.036,88,0,1
2024.08.02,19:01:00,147.036,147.102,147.012,147.102,99,0,1
2024.08.02,19:02:00,147.102,147.286,147.097,147.26,93,0,1
2024.08.02,19:03:00,147.24,147.301,147.17,147.189,105,0,0
2024.08.02,19:04:00,147.182,147.4,147.16,147.389,105,0,0
2024.08.02,19:05:00,147.384,147.442,147.305,147.385,100,0,2
2024.08.02,19:06:00,147.389,147.415,147.331,147.365,89,0,1
2024.08.02,19:07:00,147.364,147.389,147.294,147.341,95,0,1
2024.08.02,19:08:00,147.345,147.457,147.32,147.436,95,0,1
2024.08.02,19:09:00,147.434,147.452,147.341,147.36,94,0,1
2024.08.02,19:10:00,147.36,147.364,147.193,147.193,101,0,0
2024.08.02,19:11:00,147.198,147.238,147.165,147.205,98,0,1
2024.08.02,19:12:00,147.2,147.221,147.088,147.1,87,0,2
2024.08.02,19:13:00,147.095,147.133,147.033,147.033,91,0,2
2024.08.02,19:14:00,147.036,147.091,147.024,147.088,91,0,2
2024.08.02,19:15:00,147.089,147.113,147.025,147.05,88,0,3
2024.08.02,19:16:00,147.055,147.057,146.971,146.992,101,0,2
2024.08.02,19:17:00,146.994,147.116,146.994,147.079,93,0,2
2024.08.02,19:18:00,147.077,147.09,147.029,147.035,78,0,0
2024.08.02,19:19:00,147.027,147.091,146.997,147.088,80,0,1
2024.08.02,19:20:00,147.091,147.147,147.088,147.147,82,0,1
2024.08.02,19:21:00,147.143,147.215,147.136,147.193,95,0,2
2024.08.02,19:22:00,147.187,147.188,147.107,147.112,80,0,1
2024.08.02,19:23:00,147.115,147.139,147.092,147.112,95,0,1
2024.08.02,19:24:00,147.111,147.113,147.043,147.06,93,0,1
2024.08.02,19:25:00,147.06,147.061,146.995,147.034,84,0,1
2024.08.02,19:26:00,147.036,147.039,147.002,147.037,81,0,2
2024.08.02,19:27:00,147.037,147.05,147.009,147.036,77,0,2
2024.08.02,19:28:00,147.035,147.069,147.03,147.069,78,0,1
2024.08.02,19:29:00,147.074,147.149,147.074,147.142,87,0,1
2024.08.02,19:30:00,147.143,147.146,147.047,147.053,76,0,3
2024.08.02,19:31:00,147.057,147.057,146.955,146.957,75,0,3
2024.08.02,19:32:00,146.956,147.008,146.951,146.981,83,0,3
2024.08.02,19:33:00,146.981,147.08,146.981,147.075,81,0,2
2024.08.02,19:34:00,147.069,147.069,147.013,147.032,77,0,2
2024.08.02,19:35:00,147.025,147.054,146.983,147.037,87,0,4
2024.08.02,19:36:00,147.034,147.066,147.004,147.035,72,0,3
2024.08.02,19:37:00,147.035,147.041,147,147.015,91,0,4
2024.08.02,19:38:00,147.014,147.046,146.999,147.017,89,0,3
2024.08.02,19:39:00,147.018,147.043,147,147.037,79,0,3
2024.08.02,19:40:00,147.038,147.113,147.026,147.104,85,0,3
2024.08.02,19:41:00,147.101,147.165,147.09,147.124,74,0,4
2024.08.02,19:42:00,147.125,147.174,147.125,147.155,70,0,1
2024.08.02,19:43:00,147.156,147.189,147.147,147.176,80,0,2
2024.08.02,19:44:00,147.168,147.168,147.058,147.058,77,0,1
2024.08.02,19:45:00,147.058,147.092,147.017,147.019,81,0,1
2024.08.02,19:46:00,147.021,147.025,146.969,146.98,85,0,1
2024.08.02,19:47:00,146.978,147,146.953,146.965,81,0,2
2024.08.02,19:48:00,146.961,146.982,146.939,146.982,77,0,2
2024.08.02,19:49:00,146.982,146.995,146.949,146.961,72,0,4
2024.08.02,19:50:00,146.963,146.963,146.906,146.909,54,0,3
2024.08.02,19:51:00,146.915,146.915,146.789,146.833,93,0,1
2024.08.02,19:52:00,146.833,146.834,146.793,146.82,80,0,1
2024.08.02,19:53:00,146.82,146.82,146.787,146.795,77,0,1
2024.08.02,19:54:00,146.792,146.808,146.761,146.797,79,0,1
2024.08.02,19:55:00,146.792,146.808,146.757,146.788,90,0,1
2024.08.02,19:56:00,146.778,146.81,146.756,146.777,83,0,1
2024.08.02,19:57:00,146.776,146.832,146.766,146.832,83,0,1
2024.08.02,19:58:00,146.832,146.872,146.819,146.856,80,0,3
2024.08.02,19:59:00,146.854,146.87,146.837,146.846,76,0,2
2024.08.02,20:00:00,146.85,146.886,146.842,146.846,70,0,2
2024.08.02,20:01:00,146.846,146.871,146.774,146.791,82,0,3
2024.08.02,20:02:00,146.792,146.82,146.79,146.806,66,0,0
2024.08.02,20:03:00,146.805,146.818,146.776,146.812,72,0,2
2024.08.02,20:04:00,146.812,146.853,146.801,146.832,81,0,3
2024.08.02,20:05:00,146.837,146.873,146.81,146.846,81,0,4
2024.08.02,20:06:00,146.842,146.893,146.842,146.868,84,0,0
2024.08.02,20:07:00,146.863,146.875,146.835,146.851,82,0,3
2024.08.02,20:08:00,146.848,146.856,146.819,146.834,72,0,4
2024.08.02,20:09:00,146.843,146.898,146.843,146.879,76,0,3
2024.08.02,20:10:00,146.878,146.878,146.831,146.854,75,0,3
2024.08.02,20:11:00,146.862,146.875,146.826,146.86,71,0,1
2024.08.02,20:12:00,146.857,146.923,146.842,146.92,63,0,2
2024.08.02,20:13:00,146.928,146.946,146.896,146.945,70,0,2
2024.08.02,20:14:00,146.945,146.954,146.939,146.943,56,0,2
2024.08.02,20:15:00,146.943,146.943,146.912,146.919,51,0,1
2024.08.02,20:16:00,146.918,146.955,146.916,146.931,63,0,2
2024.08.02,20:17:00,146.936,146.941,146.915,146.928,60,0,2
2024.08.02,20:18:00,146.929,146.929,146.863,146.896,43,0,2
2024.08.02,20:19:00,146.896,146.907,146.854,146.881,51,0,3
2024.08.02,20:20:00,146.874,146.875,146.788,146.79,61,0,2
2024.08.02,20:21:00,146.792,146.8,146.765,146.779,55,0,1
2024.08.02,20:22:00,146.779,146.844,146.768,146.831,66,0,1
2024.08.02,20:23:00,146.838,146.85,146.804,146.83,62,0,3
2024.08.02,20:24:00,146.83,146.853,146.813,146.836,63,0,2
2024.08.02,20:25:00,146.836,146.911,146.831,146.91,79,0,1
2024.08.02,20:26:00,146.91,146.927,146.872,146.88,73,0,2
2024.08.02,20:27:00,146.883,146.883,146.862,146.874,69,0,1
2024.08.02,20:28:00,146.874,146.88,146.813,146.815,71,0,1
2024.08.02,20:29:00,146.815,146.815,146.792,146.792,63,0,1
2024.08.02,20:30:00,146.791,146.792,146.755,146.776,69,0,1
2024.08.02,20:31:00,146.776,146.791,146.756,146.791,75,0,1
2024.08.02,20:32:00,146.788,146.788,146.757,146.774,46,0,1
2024.08.02,20:33:00,146.779,146.805,146.771,146.802,56,0,1
2024.08.02,20:34:00,146.801,146.824,146.796,146.802,57,0,1
2024.08.02,20:35:00,146.813,146.834,146.791,146.791,64,0,2
2024.08.02,20:36:00,146.794,146.842,146.793,146.839,79,0,1
2024.08.02,20:37:00,146.84,146.875,146.84,146.863,62,0,3
2024.08.02,20:38:00,146.863,146.882,146.848,146.848,63,0,1
2024.08.02,20:39:00,146.849,146.854,146.789,146.789,65,0,1
2024.08.02,20:40:00,146.789,146.803,146.758,146.76,75,0,1
2024.08.02,20:41:00,146.766,146.786,146.755,146.773,64,0,2
2024.08.02,20:42:00,146.778,146.788,146.752,146.779,65,0,2
2024.08.02,20:43:00,146.781,146.792,146.772,146.785,55,0,1
2024.08.02,20:44:00,146.787,146.8,146.776,146.798,70,0,2
2024.08.02,20:45:00,146.792,146.832,146.785,146.822,60,0,2
2024.08.02,20:46:00,146.828,146.835,146.774,146.774,73,0,1
2024.08.02,20:47:00,146.778,146.781,146.751,146.755,71,0,1
2024.08.02,20:48:00,146.761,146.77,146.75,146.754,67,0,1
2024.08.02,20:49:00,146.754,146.811,146.746,146.786,57,0,1
2024.08.02,20:50:00,146.788,146.815,146.788,146.799,40,0,3
2024.08.02,20:51:00,146.798,146.821,146.768,146.77,47,0,3
2024.08.02,20:52:00,146.769,146.818,146.768,146.803,52,0,4
2024.08.02,20:53:00,146.813,146.842,146.791,146.842,51,0,3
2024.08.02,20:54:00,146.843,146.847,146.829,146.83,21,0,2
2024.08.02,20:55:00,146.829,146.852,146.829,146.841,41,0,4
2024.08.02,20:56:00,146.841,146.843,146.822,146.839,23,0,5
2024.08.02,20:57:00,146.841,146.875,146.841,146.867,34,0,4
2024.08.02,20:58:00,146.866,146.875,146.841,146.85,44,0,1
2024.08.02,20:59:00,146.852,146.852,146.831,146.84,45,0,1
2024.08.02,21:00:00,146.838,146.839,146.778,146.807,56,0,1
2024.08.02,21:01:00,146.807,146.807,146.771,146.785,49,0,1
2024.08.02,21:02:00,146.782,146.823,146.774,146.818,59,0,5
2024.08.02,21:03:00,146.818,146.848,146.811,146.84,49,0,1
2024.08.02,21:04:00,146.84,146.85,146.818,146.842,46,0,4
2024.08.02,21:05:00,146.845,146.865,146.842,146.855,58,0,3
2024.08.02,21:06:00,146.857,146.86,146.841,146.856,41,0,2
2024.08.02,21:07:00,146.851,146.853,146.831,146.832,60,0,3
2024.08.02,21:08:00,146.834,146.835,146.823,146.824,49,0,1
2024.08.02,21:09:00,146.815,146.834,146.806,146.834,53,0,2
2024.08.02,21:10:00,146.83,146.847,146.815,146.816,52,0,1
2024.08.02,21:11:00,146.816,146.832,146.814,146.816,48,0,1
2024.08.02,21:12:00,146.816,146.816,146.789,146.81,57,0,1
2024.08.02,21:13:00,146.81,146.832,146.808,146.828,37,0,1
2024.08.02,21:14:00,146.828,146.842,146.813,146.82,36,0,1
2024.08.02,21:15:00,146.82,146.829,146.81,146.815,53,0,1
2024.08.02,21:16:00,146.815,146.829,146.807,146.823,65,0,1
2024.08.02,21:17:00,146.823,146.835,146.821,146.827,30,0,1
2024.08.02,21:18:00,146.828,146.828,146.814,146.814,31,0,1
2024.08.02,21:19:00,146.814,146.836,146.812,146.834,33,0,1
2024.08.02,21:20:00,146.834,146.836,146.822,146.822,33,0,1
2024.08.02,21:21:00,146.822,146.843,146.822,146.833,46,0,1
2024.08.02,21:22:00,146.835,146.875,146.826,146.875,53,0,1
2024.08.02,21:23:00,146.876,146.896,146.87,146.876,50,0,1
2024.08.02,21:24:00,146.877,146.878,146.843,146.848,49,0,1
2024.08.02,21:25:00,146.846,146.859,146.803,146.821,52,0,2
2024.08.02,21:26:00,146.821,146.837,146.789,146.789,71,0,1
2024.08.02,21:27:00,146.794,146.81,146.79,146.794,53,0,2
2024.08.02,21:28:00,146.794,146.801,146.761,146.771,60,0,1
2024.08.02,21:29:00,146.77,146.779,146.766,146.771,46,0,2
2024.08.02,21:30:00,146.768,146.778,146.757,146.772,62,0,2
2024.08.02,21:31:00,146.778,146.788,146.766,146.768,62,0,2
2024.08.02,21:32:00,146.765,146.775,146.758,146.761,67,0,2
2024.08.02,21:33:00,146.762,146.763,146.755,146.759,46,0,2
2024.08.02,21:34:00,146.759,146.772,146.752,146.755,36,0,1
2024.08.02,21:35:00,146.754,146.762,146.743,146.756,30,0,1
2024.08.02,21:36:00,146.758,146.791,146.758,146.788,53,0,1
2024.08.02,21:37:00,146.788,146.795,146.771,146.773,52,0,2
2024.08.02,21:38:00,146.772,146.782,146.753,146.761,52,0,1
2024.08.02,21:39:00,146.761,146.782,146.752,146.753,55,0,1
2024.08.02,21:40:00,146.753,146.762,146.745,146.756,43,0,1
2024.08.02,21:41:00,146.758,146.764,146.752,146.753,42,0,1
2024.08.02,21:42:00,146.753,146.755,146.748,146.753,28,0,1
2024.08.02,21:43:00,146.753,146.754,146.751,146.753,14,0,1
2024.08.02,21:44:00,146.753,146.754,146.675,146.68,63,0,1
2024.08.02,21:45:00,146.678,146.678,146.593,146.598,70,0,1
2024.08.02,21:46:00,146.6,146.632,146.587,146.587,62,0,1
2024.08.02,21:47:00,146.587,146.593,146.555,146.593,62,0,1
2024.08.02,21:48:00,146.589,146.621,146.575,146.587,54,0,1
2024.08.02,21:49:00,146.586,146.586,146.533,146.538,55,0,1
2024.08.02,21:50:00,146.537,146.585,146.529,146.584,56,0,1
2024.08.02,21:51:00,146.584,146.638,146.58,146.627,53,0,1
2024.08.02,21:52:00,146.627,146.628,146.595,146.62,50,0,1
2024.08.02,21:53:00,146.621,146.632,146.605,146.609,84,0,3
2024.08.02,21:54:00,146.61,146.612,146.555,146.565,66,0,1
2024.08.02,21:55:00,146.565,146.565,146.512,146.512,76,0,1
2024.08.02,21:56:00,146.513,146.52,146.441,146.454,79,0,1
2024.08.02,21:57:00,146.456,146.48,146.456,146.464,64,0,1
2024.08.02,21:58:00,146.464,146.502,146.452,146.499,64,0,1
2024.08.02,21:59:00,146.498,146.498,146.473,146.489,75,0,1
2024.08.02,22:00:00,146.496,146.571,146.491,146.563,61,0,0
2024.08.02,22:01:00,146.567,146.608,146.557,146.604,51,0,1
2024.08.02,22:02:00,146.603,146.63,146.595,146.609,61,0,0
2024.08.02,22:03:00,146.606,146.635,146.606,146.63,51,0,1
2024.08.02,22:04:00,146.632,146.663,146.632,146.64,63,0,3
2024.08.02,22:05:00,146.64,146.666,146.636,146.652,53,0,1
2024.08.02,22:06:00,146.652,146.69,146.646,146.682,62,0,3
2024.08.02,22:07:00,146.686,146.688,146.659,146.665,58,0,2
2024.08.02,22:08:00,146.662,146.666,146.66,146.661,38,0,1
2024.08.02,22:09:00,146.661,146.662,146.622,146.623,50,0,1
2024.08.02,22:10:00,146.622,146.633,146.582,146.584,40,0,1
2024.08.02,22:11:00,146.582,146.594,146.566,146.571,47,0,1
2024.08.02,22:12:00,146.571,146.571,146.544,146.544,44,0,4
2024.08.02,22:13:00,146.544,146.554,146.524,146.542,47,0,2
2024.08.02,22:14:00,146.542,146.588,146.542,146.587,36,0,3
2024.08.02,22:15:00,146.588,146.614,146.574,146.574,50,0,2
2024.08.02,22:16:00,146.574,146.575,146.533,146.537,44,0,1
2024.08.02,22:17:00,146.536,146.546,146.521,146.528,47,0,2
2024.08.02,22:18:00,146.527,146.561,146.522,146.547,50,0,1
2024.08.02,22:19:00,146.548,146.592,146.534,146.587,65,0,1
2024.08.02,22:20:00,146.59,146.62,146.578,146.61,56,0,2
2024.08.02,22:21:00,146.611,146.646,146.606,146.646,47,0,2
2024.08.02,22:22:00,146.644,146.653,146.6,146.6,55,0,3
2024.08.02,22:23:00,146.6,146.621,146.588,146.609,54,0,3
2024.08.02,22:24:00,146.609,146.637,146.606,146.611,59,0,2
2024.08.02,22:25:00,146.611,146.619,146.547,146.554,49,0,1
2024.08.02,22:26:00,146.552,146.566,146.545,146.562,53,0,1
2024.08.02,22:27:00,146.561,146.575,146.545,146.569,66,0,1
2024.08.02,22:28:00,146.569,146.586,146.563,146.579,53,0,1
2024.08.02,22:29:00,146.586,146.604,146.568,146.578,60,0,1
2024.08.02,22:30:00,146.576,146.619,146.569,146.614,47,0,2
2024.08.02,22:31:00,146.614,146.626,146.6,146.62,45,0,2
2024.08.02,22:32:00,146.62,146.62,146.587,146.61,45,0,1
2024.08.02,22:33:00,146.61,146.61,146.594,146.607,47,0,4
2024.08.02,22:34:00,146.601,146.601,146.592,146.597,56,0,5
2024.08.02,22:35:00,146.598,146.598,146.573,146.575,40,0,2
2024.08.02,22:36:00,146.574,146.593,146.573,146.593,46,0,1
2024.08.02,22:37:00,146.593,146.594,146.572,146.575,49,0,1
2024.08.02,22:38:00,146.574,146.594,146.572,146.576,22,0,1
2024.08.02,22:39:00,146.576,146.577,146.521,146.521,46,0,2
2024.08.02,22:40:00,146.521,146.523,146.447,146.483,72,0,0
2024.08.02,22:41:00,146.485,146.546,146.485,146.541,60,0,1
2024.08.02,22:42:00,146.542,146.583,146.542,146.546,51,0,1
2024.08.02,22:43:00,146.544,146.572,146.544,146.571,45,0,3
2024.08.02,22:44:00,146.571,146.595,146.57,146.595,46,0,2
2024.08.02,22:45:00,146.594,146.594,146.56,146.576,45,0,3
2024.08.02,22:46:00,146.575,146.587,146.57,146.574,47,0,4
2024.08.02,22:47:00,146.574,146.581,146.548,146.581,56,0,5
2024.08.02,22:48:00,146.581,146.618,146.578,146.618,38,0,4
2024.08.02,22:49:00,146.618,146.618,146.586,146.586,56,0,3
2024.08.02,22:50:00,146.587,146.595,146.533,146.534,55,0,4
2024.08.02,22:51:00,146.533,146.553,146.508,146.52,61,0,5
2024.08.02,22:52:00,146.529,146.552,146.507,146.546,69,0,5
2024.08.02,22:53:00,146.556,146.556,146.537,146.541,56,0,4
2024.08.02,22:54:00,146.542,146.567,146.542,146.566,58,0,2
2024.08.02,22:55:00,146.565,146.603,146.565,146.598,56,0,1
2024.08.02,22:56:00,146.598,146.62,146.585,146.607,41,0,1
2024.08.02,22:57:00,146.607,146.626,146.606,146.617,54,0,1
2024.08.02,22:58:00,146.609,146.612,146.586,146.588,49,0,1
2024.08.02,22:59:00,146.581,146.592,146.573,146.581,58,0,1
2024.08.02,23:00:00,146.579,146.594,146.534,146.581,64,0,3
2024.08.02,23:01:00,146.582,146.614,146.58,146.595,47,0,1
2024.08.02,23:02:00,146.596,146.61,146.582,146.609,21,0,0
2024.08.02,23:03:00,146.609,146.614,146.606,146.606,13,0,1
2024.08.02,23:04:00,146.601,146.601,146.587,146.588,19,0,2
2024.08.02,23:05:00,146.588,146.588,146.572,146.577,15,0,3
2024.08.02,23:06:00,146.577,146.594,146.572,146.589,34,0,3
2024.08.02,23:07:00,146.589,146.609,146.586,146.586,18,0,5
2024.08.02,23:08:00,146.587,146.598,146.586,146.597,15,0,6
2024.08.02,23:09:00,146.6,146.602,146.596,146.598,15,0,1
2024.08.02,23:10:00,146.599,146.599,146.597,146.597,3,0,2
2024.08.02,23:11:00,146.597,146.598,146.567,146.595,49,0,2
2024.08.02,23:12:00,146.595,146.597,146.586,146.588,48,0,4
2024.08.02,23:13:00,146.587,146.6,146.581,146.593,41,0,3
2024.08.02,23:14:00,146.592,146.599,146.592,146.598,21,0,1
2024.08.02,23:15:00,146.597,146.598,146.563,146.577,28,0,1
2024.08.02,23:16:00,146.577,146.594,146.573,146.594,26,0,2
2024.08.02,23:17:00,146.593,146.604,146.592,146.599,24,0,1
2024.08.02,23:18:00,146.599,146.615,146.586,146.597,31,0,1
2024.08.02,23:19:00,146.604,146.605,146.588,146.588,22,0,5
2024.08.02,23:20:00,146.592,146.602,146.577,146.586,26,0,4
2024.08.02,23:21:00,146.587,146.588,146.58,146.585,29,0,4
2024.08.02,23:22:00,146.586,146.588,146.572,146.576,24,0,2
2024.08.02,23:23:00,146.576,146.581,146.575,146.581,18,0,0
2024.08.02,23:24:00,146.58,146.583,146.567,146.581,21,0,0
2024.08.02,23:25:00,146.58,146.608,146.571,146.583,33,0,0
2024.08.02,23:26:00,146.571,146.581,146.571,146.578,24,0,0
2024.08.02,23:27:00,146.578,146.582,146.577,146.58,22,0,0
2024.08.02,23:28:00,146.58,146.585,146.578,146.583,22,0,0
2024.08.02,23:29:00,146.583,146.591,146.583,146.584,26,0,0
2024.08.02,23:30:00,146.584,146.585,146.565,146.567,16,0,0
2024.08.02,23:31:00,146.567,146.58,146.567,146.573,28,0,0
2024.08.02,23:32:00,146.573,146.581,146.573,146.577,30,0,0
2024.08.02,23:33:00,146.575,146.576,146.559,146.56,29,0,0
2024.08.02,23:34:00,146.56,146.56,146.546,146.546,18,0,0
2024.08.02,23:35:00,146.546,146.546,146.534,146.534,25,0,0
2024.08.02,23:36:00,146.535,146.535,146.531,146.532,29,0,0
2024.08.02,23:37:00,146.533,146.569,146.533,146.569,37,0,0
2024.08.02,23:38:00,146.569,146.571,146.542,146.542,42,0,0
2024.08.02,23:39:00,146.542,146.549,146.535,146.54,22,0,0
2024.08.02,23:40:00,146.539,146.542,146.519,146.519,18,0,0
2024.08.02,23:41:00,146.52,146.527,146.516,146.526,28,0,0
2024.08.02,23:42:00,146.526,146.541,146.526,146.54,17,0,0
2024.08.02,23:43:00,146.54,146.541,146.524,146.536,28,0,0
2024.08.02,23:44:00,146.537,146.542,146.534,146.537,17,0,0
2024.08.02,23:45:00,146.538,146.553,146.535,146.551,22,0,0
2024.08.02,23:46:00,146.551,146.57,146.551,146.559,24,0,0
2024.08.02,23:47:00,146.559,146.569,146.558,146.569,9,0,0
2024.08.02,23:48:00,146.567,146.573,146.558,146.571,25,0,0
2024.08.02,23:49:00,146.57,146.571,146.563,146.571,18,0,0
2024.08.02,23:50:00,146.567,146.61,146.567,146.578,31,0,3
2024.08.02,23:51:00,146.578,146.593,146.564,146.584,27,0,4
2024.08.02,23:52:00,146.589,146.59,146.578,146.578,11,0,3
